DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2009-0587-PER,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PER,Peru,Latin America and the Caribbean,Americas,Llami Llami (Sandia province),,,No,No,No,,,,,,,2009,12,28,2009,12,28,18,20,,,20,,,,,,,70.4088617569341,,2010-01-04,2023-09-25
2009-0594-MEX,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2009-000248,Dengue,MEX,Mexico,Latin America and the Caribbean,Americas,"Tabasco, Veracruz, Quintana Roo, Nayarit, Jalisco, Guerrero","Heavy rain, flooding",,No,No,No,,,Vaccinated,,,,2009,10,,2009,12,,,,41687,,41687,,,,,,,70.4088617569341,,2010-01-05,2023-09-25
2009-0599-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Alabama, North Carolina, South Dakota, Pennsylvania, Texas, Oklahoma provinces",,,No,No,Yes,,,Kph,,,,2009,12,23,2009,12,25,19,,,,,,,,,,,70.4088617569341,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2010-03-10,2023-09-25
2009-0600-BRA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Iiha Grande Island (Angra dos Reis district, Rio de Janeiro province), Juiz de Fora district (Minas Gerais province)",Heavy rains,Flood|Rain,No,No,No,,,,-22.98,-44.07,,2009,12,31,2010,1,28,74,,1000,,1000,,,,,145000,205940,70.4088617569341,"[{""adm2_code"":8289,""adm2_name"":""Juiz De Fora""},{""adm2_code"":9895,""adm2_name"":""Angra Dos Reis""}]",2011-03-15,2023-09-25
2009-0601-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Nebraska, Oklahoma, Kansas, North Carolina, Alabama, Missouri, Arkansas, Pennsylvania, Tennessee, Mississippi, South Carolina, Kentucky provinces",,Flood|Hail,No,No,No,,128,Kph,,,,2009,6,10,2009,6,18,1,2,,,2,,,1100000,1562303,2000000,2840552,70.4088617569341,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2010-03-08,2023-09-25
2009-0603-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Denver, Wheat Ridge, Lakewood, Arvada areas (Denver district, Colorado province)",,Hail,No,No,No,,,Kph,,,,2009,7,20,2009,7,21,1,,,,,,,800000,1136221,1000000,1420276,70.4088617569341,"[{""adm2_code"":28938,""adm2_name"":""Denver""}]",2010-03-08,2023-09-25
2009-0604-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Illinois, Missouri provinces",,,No,No,No,,,Kph,,,,2009,5,7,2009,5,9,7,,,,,,,600000,852165,850000,1207234,70.4088617569341,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3239,""adm1_name"":""Missouri""}]",2010-03-08,2023-09-25
2009-0614-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000135,,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiquihuitlan de Benito Juarez, Cuyamecalco Villa de Zaragoza, San Andres Teotilalpam, San Juan Bautista Tlacoatzintepec, San Pedro Teutila, Santa Maria Tlalixtac area (Cuicatlan district, Oaxaca province), San Bartolome Ayautla, San Juan Coatzospam, Teotitlan de Flores Magan areas (Teotitlan district, Oaxaca province), San Felipe Jalapa de Diaz, San Felipe Usila, San Lucas Ojitlan, San Pedro Ixcatlan areas (Tuxtepec district, Oaxaca province)",Heavy rain,,No,No,Yes,,51610,Km2,16.45,-96.97,,2009,7,14,2009,7,16,11,,,,,,,,,,,70.4088617569341,"[{""adm2_code"":20551,""adm2_name"":""Dist. Cuicatlan""},{""adm2_code"":20569,""adm2_name"":""Dist. Teotitlan""},{""adm2_code"":20573,""adm2_name"":""Dist. Tuxtepec""}]",2010-01-13,2023-09-25
2009-0619-CAN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CAN,Canada,Northern America,Americas,New Brunswick province,,,No,No,No,,,Kph,,,,2009,8,1,2009,8,3,2,,,,,,,,,500000,710138,70.4088617569341,"[{""adm1_code"":828,""adm1_name"":""New Brunswick / Nouveau-Brunswick""}]",2010-01-15,2023-09-25
2009-0637-COL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,COL,Colombia,Latin America and the Caribbean,Americas,Novita district (Choco province),Heavy rains,,No,No,No,,,,,,,2009,7,23,2009,7,23,30,7,,,7,,,,,,,70.4088617569341,"[{""adm2_code"":13800,""adm2_name"":""Novita""}]",2010-03-05,2023-09-25
2009-0644-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, Missouri, Louisiana provinces",,Hail,No,No,No,,,Kph,,,,2009,3,26,2009,3,28,6,25,,,25,,,800000,1136221,1500000,2130414,70.4088617569341,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2010-08-04,2023-09-25
2009-0660-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000261,,PER,Peru,Latin America and the Caribbean,Americas,"Lima district (Lima province), Maranon district (Huanucco province), Anta, Acomayo, Calca, Canas, Canchis, Chumbivililcas, Cusco, Paruro, Paucartambo, Quispicanchi, Urubamba districts (Cusco province), Acobamba, Angaraes, Castrovirreyna, Huancavelica districts (Huancavelica province), Abancay, Andahuaylas, Aymaraes, Cotabambas, Chincheros districts (Apurimac province), Melgar, Huancane, Azangaro, San Roman districts (Puno province), Concepcion, Huancayo, Jauja, Satipo districts (Junin province), Huanta district (Ayacucho province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,Yes,,135300,Km2,-12.99,-72.94,,2009,12,,2010,3,,158,422,235886,,236308,,,,,,,70.4088617569341,"[{""adm2_code"":24032,""adm2_name"":""Abancay""},{""adm2_code"":24033,""adm2_name"":""Andahuaylas""},{""adm2_code"":24035,""adm2_name"":""Aymaraes""},{""adm2_code"":24036,""adm2_name"":""Chincheros""},{""adm2_code"":24037,""adm2_name"":""Cotabambas""},{""adm2_code"":24051,""adm2_name"":""Huanta""},{""adm2_code"":24072,""adm2_name"":""Acomayo""},{""adm2_code"":24073,""adm2_name"":""Anta""},{""adm2_code"":24074,""adm2_name"":""Calca""},{""adm2_code"":24075,""adm2_name"":""Canas""},{""adm2_code"":24076,""adm2_name"":""Canchis""},{""adm2_code"":24077,""adm2_name"":""Chumbivilcas""},{""adm2_code"":24078,""adm2_name"":""Cusco""},{""adm2_code"":24081,""adm2_name"":""Paruro""},{""adm2_code"":24082,""adm2_name"":""Paucartambo""},{""adm2_code"":24083,""adm2_name"":""Quispicanchi""},{""adm2_code"":24084,""adm2_name"":""Urubamba""},{""adm2_code"":24085,""adm2_name"":""Acobamba""},{""adm2_code"":24086,""adm2_name"":""Angaraes""},{""adm2_code"":24087,""adm2_name"":""Castrovirreyna""},{""adm2_code"":24089,""adm2_name"":""Huancavelica""},{""adm2_code"":24099,""adm2_name"":""Marañón""},{""adm2_code"":24110,""adm2_name"":""Concepción""},{""adm2_code"":24111,""adm2_name"":""Huancayo""},{""adm2_code"":24112,""adm2_name"":""Jauja""},{""adm2_code"":24114,""adm2_name"":""Satipo""},{""adm2_code"":91841,""adm2_name"":""Lima""},{""adm2_code"":24165,""adm2_name"":""Azángaro""},{""adm2_code"":24169,""adm2_name"":""Huancane""},{""adm2_code"":24171,""adm2_name"":""Melgar""},{""adm2_code"":24175,""adm2_name"":""San Román""}]",2010-10-04,2023-09-25
2009-9055-ARG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Río Negro, La Pampa, Córdoba, Buenos Aires, Entre Ríos, Santa Fe, Corrientes, Chaco, Formosa, Santiago del Estero provinces",Lack of rain,Wildfire,No,No,Yes,,,Km2,,,,2009,1,,2009,,,,,,,,,,,,,,70.4088617569341,"[{""adm1_code"":429,""adm1_name"":""Buenos Aires""},{""adm1_code"":432,""adm1_name"":""Chaco""},{""adm1_code"":434,""adm1_name"":""Cordoba""},{""adm1_code"":435,""adm1_name"":""Corrientes""},{""adm1_code"":436,""adm1_name"":""Entre Rios""},{""adm1_code"":437,""adm1_name"":""Formosa""},{""adm1_code"":439,""adm1_name"":""La Pampa""},{""adm1_code"":444,""adm1_name"":""Rio Negro""},{""adm1_code"":449,""adm1_name"":""Santa Fe""},{""adm1_code"":450,""adm1_name"":""Santiago Del Estero""}]",2010-01-10,2023-09-25
2009-9210-PRY,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2009-000104,,PRY,Paraguay,Latin America and the Caribbean,Americas,"Boqueron, Presidente Hayes, Alto Paraguay, Concepción, Neembucú provinces","La Nina and El Nino, deforestation",,No,No,Yes,,,Km2,,,,2009,1,,2009,11,,,,200000,,200000,,,,,,,70.4088617569341,"[{""adm1_code"":2311,""adm1_name"":""Alto Paraguay""},{""adm1_code"":2314,""adm1_name"":""Boqueron""},{""adm1_code"":2319,""adm1_name"":""Concepcion""},{""adm1_code"":2324,""adm1_name"":""Neembucu""},{""adm1_code"":2326,""adm1_name"":""Presidente Hayes""}]",2009-12-12,2023-09-25
2009-9415-ECU,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2009-000169,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Manabi, Los Rios, Cotopaxi, Bolivar, Chimborazo, Tungurahua provinces","Poor rainy season, El NIno",,No,No,Yes,,,Km2,,,,2009,11,,2010,,,,,107500,,107500,,,,,1700,2414,70.4088617569341,"[{""adm1_code"":1136,""adm1_name"":""Bolivar""},{""adm1_code"":1139,""adm1_name"":""Chimborazo""},{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":1155,""adm1_name"":""Tungurahua""}]",2010-04-26,2023-09-25
2009-9415-GTM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2009-000169,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Baja Verapaz, El Progreso, Zacapa, Jalapa, Chiquimula, Santa Rosa, Jutiapa, Quiché provinces",El Nino,Food shortage,No,No,Yes,777,,Km2,,,,2009,3,,2009,12,,,,2500000,,2500000,,,,,,,70.4088617569341,"[{""adm1_code"":64822,""adm1_name"":""El Progreso""},{""adm1_code"":64826,""adm1_name"":""Santa Rosa""},{""adm1_code"":64834,""adm1_name"":""Quiché""},{""adm1_code"":64835,""adm1_name"":""Baja Verapaz""},{""adm1_code"":64839,""adm1_name"":""Zacapa""},{""adm1_code"":64840,""adm1_name"":""Chiquimula""},{""adm1_code"":64841,""adm1_name"":""Jalapa""},{""adm1_code"":64842,""adm1_name"":""Jutiapa""}]",2010-02-09,2023-09-25
2009-9415-SLV,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2009-000169,,SLV,El Salvador,Latin America and the Caribbean,Americas,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",Lack of rain,,No,No,No,,,Km2,,,,2009,1,,2009,12,,,,,,,,,,,27000,38347,70.4088617569341,"[{""adm1_code"":1184,""adm1_name"":""Ahuachapan""},{""adm1_code"":1185,""adm1_name"":""Cabanas""},{""adm1_code"":1186,""adm1_name"":""Chalatenango""},{""adm1_code"":1187,""adm1_name"":""Cuscatlan""},{""adm1_code"":1188,""adm1_name"":""La Libertad""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1190,""adm1_name"":""La Union""},{""adm1_code"":1191,""adm1_name"":""Morazan""},{""adm1_code"":1192,""adm1_name"":""San Miguel""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""},{""adm1_code"":1195,""adm1_name"":""Santa Ana""},{""adm1_code"":1196,""adm1_name"":""Sonsonate""},{""adm1_code"":1197,""adm1_name"":""Usulutan""}]",2010-04-26,2024-09-02
2009-9415-VEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2009-000169,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Amazonas, Anzoategui, Apure, Aragua, Barinas, Bolivar, Carabobo, Cojedes, Delta Amacuro, Dependencias Federales, Falcon, Guarico, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Sucre, Tachira, Trujillo, Yaracuy, Zulia, Vargas, Distrito Capital provinces",,,No,No,Yes,,,Km2,,,,2009,11,,2010,,,,,,,,,,,,,,70.4088617569341,"[{""adm1_code"":3302,""adm1_name"":""Amazonas""},{""adm1_code"":3303,""adm1_name"":""Anzoategui""},{""adm1_code"":3304,""adm1_name"":""Apure""},{""adm1_code"":3305,""adm1_name"":""Aragua""},{""adm1_code"":3306,""adm1_name"":""Barinas""},{""adm1_code"":3307,""adm1_name"":""Bolivar""},{""adm1_code"":3308,""adm1_name"":""Carabobo""},{""adm1_code"":3309,""adm1_name"":""Cojedes""},{""adm1_code"":3310,""adm1_name"":""Delta Amacuro""},{""adm1_code"":3311,""adm1_name"":""Dependencias Federales""},{""adm1_code"":3313,""adm1_name"":""Falcon""},{""adm1_code"":3314,""adm1_name"":""Guarico""},{""adm1_code"":3315,""adm1_name"":""Lara""},{""adm1_code"":3316,""adm1_name"":""Merida""},{""adm1_code"":3317,""adm1_name"":""Miranda""},{""adm1_code"":3318,""adm1_name"":""Monagas""},{""adm1_code"":3319,""adm1_name"":""Nueva Esparta""},{""adm1_code"":3320,""adm1_name"":""Portuguesa""},{""adm1_code"":3321,""adm1_name"":""Sucre""},{""adm1_code"":3322,""adm1_name"":""Tachira""},{""adm1_code"":3323,""adm1_name"":""Trujillo""},{""adm1_code"":3324,""adm1_name"":""Yaracuy""},{""adm1_code"":3325,""adm1_name"":""Zulia""},{""adm1_code"":67152,""adm1_name"":""Vargas""},{""adm1_code"":67153,""adm1_name"":""Distrito Capital""}]",2010-02-10,2023-09-25
2009-9559-HND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,HND,Honduras,Latin America and the Caribbean,Americas,"Paraiso, Francisco Morazan, Yoro, Choluteca, Valle, Intibuca provinces",La Nina,Food shortage,No,No,Yes,,,Km2,,,,2009,11,,2011,2,,,,45000,,45000,,,,,,,70.4088617569341,"[{""adm1_code"":1421,""adm1_name"":""Choluteca""},{""adm1_code"":1426,""adm1_name"":""Francisco Morazan""},{""adm1_code"":1428,""adm1_name"":""Intibuca""},{""adm1_code"":1435,""adm1_name"":""Paraiso""},{""adm1_code"":1437,""adm1_name"":""Valle""},{""adm1_code"":1438,""adm1_name"":""Yoro""}]",2011-04-20,2025-03-17
2010-0008-BOL,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,,No,No,No,,,,,,,2010,1,6,2010,1,6,22,28,,,28,,,,,,,71.5635955751889,,2010-01-08,2023-09-25
2010-0013-BRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BRA,Brazil,Latin America and the Caribbean,Americas,Minas Gerais state,,,No,No,No,,,,,,,2010,1,8,2010,1,8,13,,,,,,,,,,,71.5635955751889,,2010-02-01,2023-09-25
2010-0017-HTI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2010-000009,,HTI,Haiti,Latin America and the Caribbean,Americas,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)",,,Yes,Yes,No,3518530,7,Moment Magnitude,18.443,-72.571,,2010,1,12,2010,1,12,222570,300000,3400000,,3700000,11500000,16069623,200000,279472,8000000,11178868,71.5635955751889,"[{""adm2_code"":17168,""adm2_name"":""Gonaives""},{""adm2_code"":17194,""adm2_name"":""Croix-Des-Bouquets""},{""adm2_code"":17197,""adm2_name"":""Leogane""},{""adm2_code"":17198,""adm2_name"":""Port-Au-Prince""},{""adm2_code"":17203,""adm2_name"":""Cayes""},{""adm2_code"":17201,""adm2_name"":""Jacmel""},{""adm2_code"":17177,""adm2_name"":""Jeremie""}]",2014-07-28,2023-09-25
2010-0019-COL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,COL,Colombia,Latin America and the Caribbean,Americas,Near Carthagena,,,No,No,No,,,,,,,2010,1,18,2010,1,18,15,,3,,3,,,,,,,71.5635955751889,,2010-02-03,2023-09-25
2010-0023-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000008,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Beni, Chuquisaca, Cochabamba, La Paz and Santa Cruz provinces","El Nino, Heavy rains",,No,No,Yes,2559,102200,Km2,-17.83,-63.6,,2010,1,1,2010,1,13,26,,227860,,227860,,,,,,,71.5635955751889,"[{""adm1_code"":40443,""adm1_name"":""Beni""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40449,""adm1_name"":""Santa Cruz""}]",2010-08-30,2023-09-25
2010-0027-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h5we,,USA,United States of America,Northern America,Americas,"Ferndale, Eureka cities (Humboldt district, California province)",,,No,No,No,,6.5,Moment Magnitude,40.652,-124.6925,,2010,1,10,2010,1,10,,30,600,,630,,,,,12500,17467,71.5635955751889,"[{""adm2_code"":28876,""adm2_name"":""Humboldt""}]",2011-01-06,2025-03-17
2010-0028-PAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAN,Panama,Latin America and the Caribbean,Americas,"Bocas del Toro, Chiriqui, Vergaguas, Colon provinces",Heavy rains,,No,No,No,,23340,Km2,9.11,-82.64,Sixaola river,2010,1,11,2010,1,13,,,1000,,1000,,,,,,,71.5635955751889,"[{""adm1_code"":2283,""adm1_name"":""Colón""},{""adm1_code"":93668,""adm1_name"":""Bocas del Toro""},{""adm1_code"":93669,""adm1_name"":""Chiriquí""},{""adm1_code"":93673,""adm1_name"":""Veraguas""}]",2010-02-04,2023-09-25
2010-0042-PER,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PER,Peru,Latin America and the Caribbean,Americas,Huancavelica,,,No,No,No,,,,,,,2010,1,29,2010,1,29,18,20,,,20,,,,,,,71.5635955751889,,2010-02-04,2023-09-25
2010-0045-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New Jersey, Pennsylvania, Maryland, North Carolina, Delaware, District of Columbia, Virginia provinces",,,No,No,Yes,,,Kph,,,,2010,2,5,2010,2,11,2,,,,,,,,,2000000,2794717,71.5635955751889,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2010-02-16,2025-03-17
2010-0047-CHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,CHL,Chile,Latin America and the Caribbean,Americas,South,,,No,No,No,,,,,,,2010,2,2,2010,2,2,10,,,,,,,,,,,71.5635955751889,,2010-02-08,2023-09-25
2010-0056-ECU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000023,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Cotopaxi, El Oro, Esmeraldas, Guayas provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2010,1,,2010,2,,12,,,500,500,,,,,,,71.5635955751889,"[{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1141,""adm1_name"":""El Oro""},{""adm1_code"":1142,""adm1_name"":""Esmeraldas""},{""adm1_code"":22005,""adm1_name"":""Guayas""}]",2010-03-19,2023-09-25
2010-0057-BRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Cariocas borough (Nova Lima district, Minas Gerais province), Santos district (Sao Paulo province); Rio de Janeiro",,,No,No,No,,46.3,°C,,,,2010,2,,2010,2,,32,,,,,,,,,,,71.5635955751889,"[{""adm1_code"":683,""adm1_name"":""Rio De Janeiro""},{""adm2_code"":8390,""adm2_name"":""Nova Lima""},{""adm2_code"":11523,""adm2_name"":""Santos""}]",2010-02-16,2023-09-25
2010-0058-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Distrito Federal, Mexico city, Michoacan provinces",Heavy rain,"Cold wave|Slide (land, mud, snow, rock)",No,No,No,,122621,Km2,19.94,-99,,2010,1,26,2010,2,13,41,,20000,,20000,,,,,16000,22358,71.5635955751889,"[{""adm1_code"":2036,""adm1_name"":""Distrito Federal""},{""adm1_code"":2042,""adm1_name"":""Mexico""},{""adm1_code"":2043,""adm1_name"":""Michoacan""}]",2011-03-15,2023-09-25
2010-0065-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000023,,PER,Peru,Latin America and the Caribbean,Americas,"La Esperanza, El Porvenir, Salaverry towns (Trujillo district, La Libertad province)",,,No,No,No,,305800,Km2,-4.68,-78.29,,2010,2,10,2010,2,17,20,,80000,,80000,,,,,,,71.5635955751889,"[{""adm2_code"":24127,""adm2_name"":""Trujillo""}]",2010-02-19,2023-09-25
2010-0067-DOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Padre Granero, Bello Costero, Playa Oeste, Los Dominguez boroughs (Puerto Plata city, Puerto Plata district, Puerto Plata province), Las Flores area (El factor district, Maria Trinidad Sanches province), Urbanizacion General Gregorio Luperon area (Santiago district, Santiago province), Aguas Negras area (Pedernales district, Pedernales province), Los Callejones area (La Vega district, La Vega province), Padre Las Casas district (Azua province)",Torrentail rains,,No,No,No,,2791,Km2,19.63,-70.56,,2010,2,14,2010,2,15,1,,25700,,25700,,,,,,,71.5635955751889,"[{""adm2_code"":36865,""adm2_name"":""Padre las Casas""},{""adm2_code"":36933,""adm2_name"":""La Vega""},{""adm2_code"":36935,""adm2_name"":""El Factor""},{""adm2_code"":36954,""adm2_name"":""Pedernales""},{""adm2_code"":36965,""adm2_name"":""Puerto Plata""},{""adm2_code"":37011,""adm2_name"":""Santiago""}]",2010-02-23,2023-09-25
2010-0067-HTI,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,HTI,Haiti,Latin America and the Caribbean,Americas,Cap Haitien district (Nord province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2010,2,15,2010,2,15,4,2,,,2,,,,,,,71.5635955751889,"[{""adm2_code"":17190,""adm2_name"":""Cap Haitien""}]",2010-02-23,2023-09-25
2010-0071-PER,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PER,Peru,Latin America and the Caribbean,Americas,Near Trujillo (Libertad province),,,No,No,No,,,,,,,2010,2,22,2010,2,22,38,55,,,55,,,,,,,71.5635955751889,,2010-02-23,2023-09-25
2010-0089-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New York, District of Columbia, New Jersey, Pennsylvania, New Hampshire, Massachusetts, Maine, Connecticut, Rhode Island, Vermont provinces",,,No,No,Yes,,151,Kph,,,,2010,2,23,2010,2,28,1,,,,,,,450000,628811,500000,698679,71.5635955751889,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2011-03-16,2023-09-25
2010-0091-CHL,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,GLIDE:EQ-2010-000034,,CHL,Chile,Latin America and the Caribbean,Americas,"Biobio province, Libertador Gral. Bernardo O'higgins, Valparaiso, Araucania, Metropolitana Santiago, Maule Provinces",,Tsunami/Tidal wave,Yes,Yes,Yes,68705,8.8,Moment Magnitude,-36.122,-72.898,,2010,2,27,2010,2,27,562,10334,1861222,800000,2671556,10839000,15145969,8000000,11178868,30000000,41920756,71.5635955751889,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2014-07-28,2023-09-25
