DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2003-0014-ECU,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Morona Santiago province,,,No,No,No,,,,,,,2003,1,9,2003,1,9,12,19,,,19,,,,,,,60.3732510662594,,2003-08-11,2023-09-25
2003-0015-PER,No,tec-tra-air-air,Technological,Transport,Air,Air,,Kokker F28,PER,Peru,Latin America and the Caribbean,Americas,Near Chachapoyas (Amazonia forest),,,No,No,No,,,,,,,2003,1,9,2003,1,9,46,,,,,,,,,,,60.3732510662594,,2003-08-11,2023-09-25
2003-0028-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Rio de Janeiro, Sao Paulo, Minas Gerais, Santa Catarina, Espirito Santo provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,Yes,,6740,Km2,,,,2003,1,14,2003,1,24,54,101,,10410,10511,,,,,,,60.3732510662594,"[{""adm1_code"":672,""adm1_name"":""Espirito Santo""},{""adm1_code"":677,""adm1_name"":""Minas Gerais""},{""adm1_code"":683,""adm1_name"":""Rio De Janeiro""},{""adm1_code"":688,""adm1_name"":""Santa Catarina""},{""adm1_code"":689,""adm1_name"":""Sao Paulo""}]",2004-08-17,2023-09-25
2003-0032-BOL,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Oruro (Cochabamba),,,No,No,No,,,,,,,2003,1,19,2003,1,19,28,32,,,32,,,,,,,60.3732510662594,,2004-03-18,2023-09-25
2003-0036-BRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BRA,Brazil,Latin America and the Caribbean,Americas,Banabuiu (Ceara state),,,No,No,No,,,,,,,2003,1,21,2003,1,21,21,10,,,10,,,,,,,60.3732510662594,,2004-03-18,2023-09-25
2003-0039-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bnyr,,MEX,Mexico,Latin America and the Caribbean,Americas,"Colima, Armeria, Coquimatlan, Ixtlahuacan, Cuahutemoc, Villa de Alvarez, Manzanillo, Minatitlan, Tecoman districts (Colima province), Zapotitlan de Vadillo, Toliman, Tonila, Pihuamo districts (Jalisco province)",,"Slide (land, mud, snow, rock)",Yes,No,Yes,229,7.6,Moment Magnitude,18.77,-104.104,,2003,1,22,2003,1,22,29,1073,177530,,178603,,,25000,41409,116300,192635,60.3732510662594,"[{""adm2_code"":19812,""adm2_name"":""Armeria""},{""adm2_code"":19813,""adm2_name"":""Colima""},{""adm2_code"":19815,""adm2_name"":""Coquimatlan""},{""adm2_code"":19816,""adm2_name"":""Cuauhtemoc""},{""adm2_code"":19817,""adm2_name"":""Ixtlahuacan""},{""adm2_code"":19818,""adm2_name"":""Manzanillo""},{""adm2_code"":19819,""adm2_name"":""Minatitlan""},{""adm2_code"":19820,""adm2_name"":""Tecoman""},{""adm2_code"":19821,""adm2_name"":""Villa De Alvarez""},{""adm2_code"":20151,""adm2_name"":""Pihuamo""},{""adm2_code"":20182,""adm2_name"":""Toliman""},{""adm2_code"":20186,""adm2_name"":""Tonila""},{""adm2_code"":20204,""adm2_name"":""Zapotitlan De Vadillo""}]",2005-04-13,2023-09-25
2003-0042-CHL,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,CHL,Chile,Latin America and the Caribbean,Americas,Valparaiso province,,,No,No,No,,,Km2,,,,2003,1,23,2003,1,23,,,,285,285,,,,,,,60.3732510662594,"[{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2003-08-13,2023-09-25
2003-0047-BOL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"La Paz city (Murillo district, La Paz province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,210,Km2,,,,2003,1,21,2003,1,22,4,25,6000,,6025,,,,,,,60.3732510662594,"[{""adm2_code"":6185,""adm2_name"":""Murillo""}]",2004-01-20,2023-09-25
2003-0051-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PER,Peru,Latin America and the Caribbean,Americas,"Melgar, Azangaro, Huancane, San Antonio de Putina, Carabaya districts (Puno province), Cusco, Madre de Dios, Apuri­mac, Arequipa, Ayacucho, Ucayali, Huancavelica, Ica provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,Yes,325,78940,Km2,,,"Inambari, Puquir, Colorado, Manu, Tambopata, Choco, Huancane, Huatanaya, Ramis, Vilcanota",2003,1,23,2003,2,10,18,12,60000,,60012,,,,,,,60.3732510662594,"[{""adm1_code"":2330,""adm1_name"":""Apurímac""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2335,""adm1_name"":""Cusco""},{""adm1_code"":2336,""adm1_name"":""Huancavelica""},{""adm1_code"":2338,""adm1_name"":""Ica""},{""adm1_code"":2344,""adm1_name"":""Madre de Dios""},{""adm1_code"":2352,""adm1_name"":""Ucayali""},{""adm2_code"":24165,""adm2_name"":""Azángaro""},{""adm2_code"":24166,""adm2_name"":""Carabaya""},{""adm2_code"":24169,""adm2_name"":""Huancane""},{""adm2_code"":24171,""adm2_name"":""Melgar""},{""adm2_code"":24174,""adm2_name"":""San Antonio de Putina""}]",2005-04-13,2023-09-25
2003-0080-ARG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Belgrano (Comuna 13 district, Buenos Aires D.f. province), Palermo (Comuna 14 district, Buenos Aires D.f. province), Villa Crespo (Comuna 15 district, Buenos Aires D.f. province), Escobar, General San Martin, Lomas de Zamora, Pilar, Tres de Febrero, La Matanza districts (Buenos Aires province), La Rioja province",Heavy rains,,No,No,No,,,Km2,,,,2003,2,10,2003,2,10,4,,3000,,3000,,,,,,,60.3732510662594,"[{""adm1_code"":440,""adm1_name"":""La Rioja""},{""adm2_code"":4386,""adm2_name"":""Avellaneda""},{""adm2_code"":4417,""adm2_name"":""Escobar""},{""adm2_code"":4434,""adm2_name"":""General San Martin""},{""adm2_code"":4443,""adm2_name"":""La Matanza""},{""adm2_code"":4452,""adm2_name"":""Lomas de Zamora""},{""adm2_code"":4503,""adm2_name"":""Tres de Febrero""},{""adm2_code"":82735,""adm2_name"":""Pilar""},{""adm2_code"":82752,""adm2_name"":""Comuna 13""},{""adm2_code"":82753,""adm2_name"":""Comuna 14""},{""adm2_code"":82754,""adm2_name"":""Comuna 15""}]",2004-01-20,2023-09-25
2003-0085-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,No,No,Yes,,,Kph,,,,2003,2,14,2003,2,18,44,,120,,120,,,200000,331273,200000,331273,60.3732510662594,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2004-03-10,2023-09-25
2003-0087-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"Badger town (Division No. 6 district, Newfoundland and Labrador province)",Ice jams,,No,No,Yes,,1000,Km2,,,"Exploits, Red Indian, Badger",2003,2,15,2003,2,21,,,1100,,1100,,,,,,,60.3732510662594,"[{""adm2_code"":12613,""adm2_name"":""Division No.  6""}]",2004-01-21,2023-09-25
2003-0088-USA,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,"Nightclub ""Epitome""",USA,United States of America,Northern America,Americas,Chicago,,,No,No,No,,,,,,,2003,2,17,2003,2,17,21,30,,,30,,,,,,,60.3732510662594,,2003-09-05,2023-09-25
2003-0095-USA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Nightclub,USA,United States of America,Northern America,Americas,West Warwick (Rhode Isl. State),,,No,No,No,,,,,,,2003,2,20,2003,2,20,100,150,,,150,,,,,,,60.3732510662594,,2003-07-01,2023-09-25
2003-0108-USA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"Nursing home""Greenwood Health Care Center""",USA,United States of America,Northern America,Americas,Hartford (Connecticut),,,No,No,No,,,,,,,2003,2,26,2003,2,26,11,20,100,,120,,,,,,,60.3732510662594,,2003-10-02,2023-09-25
2003-0126-USA,No,tec-tra-air-air,Technological,Transport,Air,Air,,Helicopter,USA,United States of America,Northern America,Americas,Near Fort Drum (New York state),,,No,No,No,,,,,,,2003,3,11,2003,3,11,11,2,,,2,,,,,,,60.3732510662594,,2003-10-03,2023-09-25
2003-0128-PER,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PER,Peru,Latin America and the Caribbean,Americas,Between Arequipa and Cusco,,,No,No,No,,,,,,,2003,3,15,2003,3,15,13,38,,,38,,,,,,,60.3732510662594,,2003-09-01,2023-09-25
2003-0132-ECU,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Quevedo (Near Quito),,,No,No,No,,,,,,,2003,3,15,2003,3,15,26,17,,,17,,,,,,,60.3732510662594,,2004-03-18,2023-09-25
2003-0138-COL,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,COL,Colombia,Latin America and the Caribbean,Americas,Manizales district (Caldas province),Heavy rains,,No,No,No,,,,,,,2003,3,19,2003,3,19,35,19,700,60,779,,,,,,,60.3732510662594,"[{""adm2_code"":13668,""adm2_name"":""Manizales""}]",2003-10-03,2023-09-25
2003-0139-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,No,No,No,,,Kph,,,,2003,3,18,2003,3,20,6,200,,186,386,,,450000,745363,5000000,8281813,60.3732510662594,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":29165,""adm2_name"":""Mitchell""},{""adm2_code"":29223,""adm2_name"":""Worth""}]",2008-03-30,2023-09-25
2003-0147-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,No,No,No,,,Kph,,,,2003,3,20,2003,3,20,3,,,,,,,,,25000,41409,60.3732510662594,"[{""adm1_code"":3264,""adm1_name"":""Wyoming""},{""adm2_code"":28938,""adm2_name"":""Denver""},{""adm2_code"":154739,""adm2_name"":""Boulder""}]",2003-10-06,2023-09-25
2003-0153-BOL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Chima town (Larecaja province, La Paz department)",Hevay rains,,Yes,Yes,Yes,143,,,,,,2003,3,31,2003,3,31,69,11,690,300,1001,,,,,,,60.3732510662594,"[{""adm2_code"":6181,""adm2_name"":""Larecaja""}]",2005-04-13,2023-09-25
2003-0154-BRA,No,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Minas Gerais, Campos (Rio State)",,,No,No,No,,,m3,,,,2003,4,1,2003,4,1,,,550000,,550000,,,,,,,60.3732510662594,,2003-10-06,2023-09-25
2003-0158-BRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BRA,Brazil,Latin America and the Caribbean,Americas,Near Campo Mourao,,,No,No,No,,,,,,,2003,4,4,2003,4,4,22,7,,,7,,,,,,,60.3732510662594,,2003-10-06,2023-09-25
2003-0165-USA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Apartment buildings,USA,United States of America,Northern America,Americas,Yonkers (New York),,,No,No,No,,,,,,,2003,3,14,2003,3,14,2,3,100,,103,,,,,,,60.3732510662594,,2003-10-07,2023-09-25
2003-0175-DOM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,Manzanillo,,,No,No,No,,,,,,,2003,4,15,2003,4,15,40,,110,,110,,,,,,,60.3732510662594,,2003-10-07,2023-09-25
2003-0178-BRA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,BRA,Brazil,Latin America and the Caribbean,Americas,Near Papagayo Isl. (Rio de Janeiro state),,,No,No,No,,,,,,,2003,4,19,2003,4,19,15,,,,,,,,,,,60.3732510662594,,2003-10-07,2023-09-25
2003-0187-CUB,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,CUB,Cuba,Latin America and the Caribbean,Americas,Near Santa Clara,,,No,No,No,,,,,,,2003,4,16,2003,4,16,30,71,,,71,,,,,,,60.3732510662594,,2003-10-07,2023-09-25
2003-0191-GTM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Cerro Cocol hill (San Pedro Sacate??quez district, San Marcos province)",Heavy rains,,No,No,No,,,,,,,2003,4,23,2003,4,23,22,,220,,220,,,,,,,60.3732510662594,"[{""adm2_code"":65008,""adm2_name"":""San Pedro Sacatepéquez""}]",2003-10-07,2023-09-25
2003-0195-MEX,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,MEX,Mexico,Latin America and the Caribbean,Americas,Sonoyta district (Sonora state),,,No,No,No,,,,,,,2003,4,26,2003,4,26,18,20,,,20,,,,,,,60.3732510662594,,2003-07-17,2023-09-25
2003-0196-ARG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Santa Fe City (La Capital district, Santa Fe province), Garay, General Obligado, Las Colonias, San Cristobal, San Javier, San Justo, San Martin, Vera districts (Santa Fe province)",Heavy rains,,Yes,No,Yes,2636,202800,Km2,,,"Salado, arana",2003,4,28,2003,5,10,23,,140000,20000,160000,,,,,1028210,1703089,60.3732510662594,"[{""adm2_code"":4830,""adm2_name"":""Garay""},{""adm2_code"":4832,""adm2_name"":""General Obligado""},{""adm2_code"":4834,""adm2_name"":""La Capital""},{""adm2_code"":4835,""adm2_name"":""Las Colonias""},{""adm2_code"":4837,""adm2_name"":""San Cristobal""},{""adm2_code"":4838,""adm2_name"":""San Javier""},{""adm2_code"":4840,""adm2_name"":""San Justo""},{""adm2_code"":4842,""adm2_name"":""San Martin""},{""adm2_code"":4843,""adm2_name"":""Vera""}]",2005-04-13,2023-09-25
